"name","unique_skills_required","highest_avg_salary"
"Santander US","12","140063"
"SAP","107","187663"
"SAP America","11","285000"
"Sap Global Inc","7","135000"
"SAP SuccessFactors","27","183310"
"Saragossa","30","225000"
"Sardine","11","145000"
"Sarepta Therapeutics","9","112500"
"Satispay","25","157500"
"Satori","15","98500"
"Savage X Fenty","4","129000"
"Savills North America","6","165000"
"Savvee Consulting, Inc.","3","52500"
"Sbase Technologies","13","117500"
"SBS Creatix, LLC","6","70000"
"SC Johnson","16","119910"
"Scale AI","15","89100"
"Scaleai","4","100000"
"Scaleneworks","7","92500"
"ScaleneWorks People Solutions Inc","6","95000"
"SCAN Health Plan","5","120200"
"Schenectady City School District","3","66000"
"Scholastic","18","100000"
"Schonfeld","20","255000"
"School Specialty","17","90000"
"School Specialty, LLC","11","88500"
"Schrödinger","25","147500"
"Schumacher Clinical Partners","3","90000"
"Schwarz Gruppe","1","72000"
"SciTec","19","102500"
"SCO Family of Services","13","60000"
"Scorpion Therapeutics","4","225000"
"Scotiabank","85","86205"
"Scott’s Cheap Flights","9","99446"
"Scratch Data","3","90000"
"Scratchpay Financial","1","125000"
"Scribe Therapeutics","23","90000"
"Scripps College","7","92500"
"Scytec Consulting Inc.","9","110000"
"SDI Presence","14","110000"
"SDK Consulting Inc","14","145000"
"SDNA Global","11","107591"
"SDV INTERNATIONAL","9","154224"
"Sea Change Advisors","17","147500"
"Seamless Migration LLC","19","187500"
"Searce Inc.","10","100000"
"Search 5.0","7","165000"
"Searchability NS&D","32","52500"
"SearchTribes","6","160000"
"Sears Home Services","10","112500"
"SeatGeek","31","185000"
"seattle children’s hospital","2","150762"
"Secoda","12","150000"
"Second Harvest of Silicon Valley","4","85219"
"Second Round, LP","3","52500"
"Second Spectrum","13","152500"
"Secureframe","4","205000"
"Securian Financial Group","5","125000"
"Securities and Exchange Commission","3","101034"
"Security Bank","18","111175"
"Security Public Storage","5","130000"
"Securonix","6","192000"
"Sedaa","7","110000"
"Sedona","16","137500"
"Sedona Staffing Services","3","75000"
"Sedona Technologies Government Services","8","110000"
"Sedulous","3","165000"
"Seeking Alpha","14","80000"
"SeekOps Inc.","11","73500"
"Seerist, Inc","5","112500"
"Seervision","5","101029"
"Segrera Associates","7","102500"
"Segue Technologies Inc","6","112500"
"Selby Jennings","81","550000"
"Select Source International","40","35000"
"SellersFunding","6","75795"
"Senate, NYS","6","55000"
"Sendbird","24","160000"
"SendBird","32","79200"
"Seneca Family of Agencies","6","79840"
"Seneca Resources","57","145000"
"Seneca Resources, LLC","25","137500"
"sennder","38","166000"
"Sensio Air","2","50000"
"SentiLink","6","110000"
"SentinelOne","59","157500"
"Sentry (sentry.io)","12","156000"
"Sephora","63","197000"
"SEPHORA","25","133000"
"Sepiolite Technology Pvt Ltd","7","170000"
"Sequoia Applied Technologies","2","140000"
"Sequoia Research Corporation","5","118500"
"Serco","34","175000"
"Sertis","49","166000"
"Service Experts Heating & Air Conditioning","8","127500"
"ServiceNow","79","254000"
"ServiceTitan","30","90000"
"SESAMm","27","157500"
"Seven Sensing Software","18","89100"
"Sewan","9","111175"
"SGS","31","165000"
"SGS Consulting","28","110000"
"Shape","13","110000"
"Shaped","2","120000"
"Share Local Media","9","77500"
"Sharethrough","3","99150"
"SharpHeads","11","135000"
"SHEIN Technology LLC","17","142000"
"Shelf Engine","15","160000"
"Shell","78","170575"
"Shelter Insurance","10","61353"
"Sherwin-Williams","24","114872"
"SHI","18","100000"
"SHI GmbH","20","50000"
"SHI International","17","145000"
"SHI International Corp.","22","60000"
"Shield","13","104668"
"Shield HealthCare - Medical Supplies for Care at Home Since 1957","4","130000"
"Shift","21","133500"
"SHIFT","4","52500"
"Shift Digital","13","142500"
"Shift Technologies","9","152500"
"Shift Technology","15","166600"
"Shift4 Payments","10","90000"
"Shiftsmart","12","215000"
"ShipBob","11","155527"
"ShipMonk","13","175000"
"Shippeo","20","147500"
"ShopBack","17","79200"
"ShopGrok","7","96773"
"Shopify","35","171121"
"ShotSpotter, Inc.","9","90000"
"Showroomprive.com","4","51014"
"Showwcase","16","20000"
"Sia Partners","64","134241"
"SIB Holdings","2","170000"
"SICK Sensor Intelligence","1","146000"
"Sidetrade","18","96773"
"Siemens","124","130700"
"Siemens Digital Industries Software","81","107250"
"Siemens Healthineers","72","207452"
"Sierra Business Solution LLC","26","110000"
"Sierra ITS","2","140000"
"Sierra Nevada Corporation","19","175000"
"Sierra Space","32","173294"
"Sift","36","89100"
"Sift Healthcare","11","165000"
"SIGCO, Inc.","3","80000"
"Sigma Computing","5","190000"
"Sigma Defense","2","51014"
"Sigma Software","58","147500"
"SIGNA Sports United","13","157500"
"Signal Group","8","90670"
"Signature Consultants","47","75000"
"Signet Jewelers","18","106250"
"Signify Technology","57","270000"
"Signify Technology Group Inc","5","165000"
"Signifyd","6","160000"
"Signode","12","112500"
"Signs365.com, LLC","2","90000"
"Sikorsky Aircraft Corporation","13","127000"
"SIL International","11","137500"
"Silent Eight","17","157500"
"Silvus Technologies","4","90000"
"Simatree","12","135000"
"Similarweb","22","157500"
"SimioCloud","10","85000"
"Simple Machines","22","147500"
"SimpleNursing","6","110000"
"Simplex","21","287500"
"Simplex.","12","150000"
"SimpliRoute","6","100500"
"Simpplr","9","79200"
"Sinch","40","147500"
"Sinco Inc","5","77500"
"Singer Vehicle Design","3","78390"
"Singer Vehicle Design (SVD)","3","78390"
"Singulier","5","96773"
"Sintesys","5","95000"
"Siri Infosolutions Inc","22","70000"
"SiriusXM","28","175000"
"Siro","3","200000"
"Sisal","19","43200"
"Sisense","53","140000"
"SiteMinder","20","45000"
"SiteOne Landscape Supply","8","90000"
"SitusAMC","13","150000"
"SIXT","25","166000"
"Skan","19","64800"
"Skanska","17","90000"
"Skill Demand","11","70000"
"Skill Quotient","37","50000"
"Skillz","6","135000"
"Skroutz S.A","17","147500"
"Sky","70","170575"
"Sky Ridge Medical Center","5","101348"
"SkyPoint Cloud","19","79200"
"Skyrocket Ventures","1","250000"
"Skywalk Global","18","130000"
"Skyworks Solutions","3","90000"
"Slack","31","200000"
"Slalom Consulting","23","145500"
"Sleek","12","98500"
"Sleeper","20","225000"
"Slesha","21","102096"
"Slickdeals, LLC","6","90000"
"Slideways, Inc","2","62500"
"SMARI.LLC","1","107500"
"Smarsh","16","175000"
"Smart Apartment Data","3","46000"
"Smart Pension Ltd","8","90670"
"Smart Solutions, Inc.","7","145000"
"Smart Source Technologies","34","187500"
"SmartAsset","25","205000"
"SmartDev","17","70000"
"Smartek21.com","15","147500"
"SmarterDx","10","205000"
"SmarterTravel","6","50000"
"SmartLight Analytics, LLC","11","100000"
"Smartly.io","22","141000"
"SmartNews","11","101029"
"SmartRecruiters Inc","15","166000"
"SmartSource Technical Solutions","5","75000"
"SmartSource, Inc","5","77500"
"SMG Swiss Marketplace Group","24","147500"
"Smith Arnold Partners","17","157500"
"Smith Hanley Associates","29","250000"
"SmithRx","21","125000"
"Snakorpio Group Inc.","7","200000"
"Snap Inc","20","350000"
"Snap Inc.","31","277500"
"Snapchat","22","282500"
"SnapDragon Associates, LLC","2","110000"
"Snaphyre","3","30750"
"Snappyhires","22","117500"
"SnappyHires","8","110000"
"SNC-Lavalin","41","164500"
"Snelling Staffing","7","116683"
"SNI Companies","9","150000"
"Snow Fox Data, a Division of Excelion Partners","10","162500"
"Snowflake","84","230625"
"Snowflake Computing","8","150000"
"Snowflake Inc.","30","157500"
"SnS Global Corp","13","122500"
"Snyk","21","156500"
"Sobeys","13","125000"
"SoCalGas","11","133000"
"Social Capital Resources","10","107500"
"Social Model Recovery Systems","6","70000"
"Socium - Teams Done Differently","22","107500"
"SoCode Recruitment","2","120000"
"Sodexo","30","57500"
"Sofi","5","138000"
"SoFi","26","268000"
"Soft Tech Consulting","12","90000"
"Softcrylic","12","155000"
"SoftDev Incorporated","4","132500"
"Softeta","6","100500"
"SoftOne Technologies","17","72900"
"Software Guidance & Assistance","55","130000"
"Software Mind","57","147500"
"Sofvio","5","106000"
"Sojern","23","175000"
"Solar Energy World","3","70000"
"Solar Landscape","4","125000"
"SoloPoint Solutions","2","75000"
"Solü Technology Partners","12","117500"
"Solution Design Group Inc","14","90000"
"Solv","5","125000"
"Solving IT","24","75000"
"Solytics Partners","15","105000"
"Somerset Global Solutions","3","111500"
"SOMFY Group","13","105650"
"Sompo International","13","147500"
"SonderMind Careers","9","125000"
"Soni","22","210000"
"Sony","5","170000"
"Sony Electronics","16","165000"
"Sony Pictures","3","69000"
"Sophia Genetics","4","90000"
"SOPHiA GENETICS","37","96773"
"Sopra Steria","93","89100"
"Soroco","3","71280"
"SoTx Facility Services","1","75000"
"SoundCloud","25","166000"
"SoundHound Inc.","11","166000"
"SoundThinking","9","85000"
"Source Mantra","14","110000"
"Source Select Group","21","140000"
"Source Technology","53","315000"
"SourceAbled","9","85000"
"SourceFactor","8","165000"
"SourceFly","29","165000"
"Sourcemantra Inc","11","130000"
"Sourcepass","4","90000"
"South Florida Water Management District","7","49951"
"Southern California University","8","74500"
"Southern Company","39","90000"
"Southern Glazer's Wine and Spirits","13","95000"
"Southern Glazers Wine & Spirits","6","90000"
"Southern Maryland Electric Cooperative","2","150000"
"Southwest Airlines","37","159500"
"Southwest Research Institute","23","100000"
"Southwest Research Institute (SwRI)","8","175000"
"Southwestern Energy Company","7","125000"
"Southwire Company","13","90000"
"Space Executive","20","212500"
"Space Metrics","14","175000"
"SpaceX","29","200000"
"Span.IO","6","125000"
"Span.IO, Inc.","5","158500"
"Spanx","10","157500"
"Spark451 Inc.","8","52000"
"sparks & honey","12","130000"
"SpecialCase","3","150000"
"Specialized Bicycle Components, Inc.","2","109735"
"Specialized Recruiting Group","6","170000"
"Specialized Recruiting Group - Charlotte, NC","5","160000"
"SpectraMedix","8","111202"
"Spectrum","55","172000"
"SPECTRUM","34","100000"
"Spectrum Effect","26","157500"
"Spectrum Enterprise","19","104000"
"Spectrum Search Group","1","87500"
"Spendesk","25","147500"
"Sphinx LLC","6","187500"
"Spiceworks","27","70000"
"Spiff","4","65000"
"Spigen Inc","1","52500"
"Spiral Solutions and Technologies, Inc.","18","95553"
"Spirit Airlines","22","90000"
"Splunk","86","185000"
"Spokeo","24","151000"
"Sportradar","74","157500"
"Sports Info Solutions","14","120000"
"SportsBiz","8","105000"
"Spot On Talent","1","87500"
"Spotify","45","166000"
"Spotlab","3","56700"
"Spotnana","6","200000"
"SpotOn","19","125000"
"SpotOn: Corporate","8","120000"
"Spring Health","12","211000"
"SpringbokIT","6","90000"
"Springfield Public Schools","3","62623"
"Sprout Social","7","160000"
"Spruce Technology Inc.","12","65000"
"spruceinfotech","13","147500"
"Spry Methods","1","102500"
"SQRL","7","97500"
"Square","60","202000"
"Squarespace","13","175000"
"SquareTrade","3","111175"
"SR2 | Socially Responsible Recruitment | Certified B Corporation™","44","180000"
"SREYO","9","95000"
"SRI International","10","113258"
"Srijan Technologies","48","165000"
"SRL Totalsource LLC","5","157500"
"SSENSE","13","111175"
"SSI People","27","45000"
"St. John's Episcopal Hospital","6","95000"
"St. Joseph's Health","3","65000"
"St. Jude Children's Research Hospital","13","103128"
"Stack Overflow","3","166000"
"Staff Smart, Inc.","15","150000"
"StaffBuffalo","1","70000"
"Staffigo","17","60000"
"Staffing Lab LLC","18","140000"
"Staffing Matches","8","86500"
"Staffing Opportunities Solutions, Inc.","3","150000"
"Staffing Resource Group, Inc","35","140000"
"Staffing Solutions Organization LLC (SSO)","14","100000"
"Staffing Technologies","32","155000"
"Staffingine LLC","6","112500"
"Stafford Consulting Company, Inc.","2","57500"
"Staffosaurus","1","90000"
"StaffSource","25","132500"
"Stamford Technology Solutions LLC, DBA Infinity","13","145000"
"STAND 8","44","112525"
"Standard Bank Group","55","249000"
"Standards IT","6","100000"
"Stanford Black Limited","18","300000"
"Stanford University","51","187500"
"Stanford University Lee Lab","3","98500"
"Stanley Black & Decker","28","90000"
"Stanley David and Associates","28","130000"
"Stantec","48","90000"
"Star Cypress Partners","5","105000"
"Star Media Enterprises, Inc","4","45000"
"Starbridge Partners","14","125000"
"Starbucks Corporation","13","150000"
"Starling Bank","18","88128"
"Starr And Associates LLC","6","105000"
"Starr Companies","3","95000"
"starryai","2","105000"
"Starschema","17","147500"
"Starship Technologies","8","98302"
"State Bar of California","2","117784"
"State Farm","47","127004"
"State of Connecticut - Paid Family and Medical Leave Insurance Authority","5","135651"
"State of Florida","30","62500"
"State of Georgia","33","64000"
"State of Indiana","15","80873"
"State of Missouri","26","76716"
"State of Montana","6","77584"
"State of New Mexico","4","102906"
"State of South Carolina","19","54165"
"State of Tennessee","5","83298"
"State of Wisconsin","6","103188"
"State Street","84","186928"
"State Street Corporation","67","150000"
"StateJobsNY","4","71678"
"Statistics & Data Corporation (SDC)","9","81000"
"Statkraft","38","132500"
"Stax - a global strategy consulting firm","7","115000"
"Steadfast international services,LLC","3","165500"
"SteadyMD","7","97500"
"Stealth","25","262500"
"Stealth Mode AI Startup","5","215000"
"Stealth Startup","46","175000"
"Stealth Ventures at Redesign Health","10","145000"
"steampunk","36","120000"
"Steampunk","35","90000"
"Steel Perlot","3","155000"
"Stefanini","71","169000"
"Stefanini, Inc","47","165000"
"Stella & Chewy's","3","85000"
"Stellant Systems","6","121025"
"Stellar Consulting Solutions, LLC","20","135000"
"Stelo Talent","1","300000"
"Stelvio Group","15","155000"
"Stem IT","15","145000"
"STEM IT","25","137500"
"STEMboard","15","137500"
"STEMBoard","27","97444"
"Steneral Consulting","89","100000"
"Stepped Care Solutions","2","100000"
"StepStone Group","17","90000"
"Sterlite Technologies Limited","5","110000"
"StevenDouglas","37","110000"
"Stevens Capital Management LP","3","175000"
"SThree","20","170000"
"Stillwater Insurance Services, Inc.","5","90000"
"Stirista LLC","3","55000"
"Stitch Fix","13","253500"
"STL Digital","23","110000"
"STL Staffing","6","82500"
"Stockbit","5","100500"
"Stockell Consulting","37","130000"
"Stockpile","3","102500"
"Stone Alliance Group","14","133000"
"STONE Resource Group","22","130000"
"Store No. 8","14","210000"
"Stori Card","3","125000"
"Storm2","41","215000"
"Storm3","59","215000"
"Storm4","36","300000"
"Storm5","19","325000"
"Storm6","6","265000"
"Stott and May Inc.","3","155000"
"STR","16","157500"
"Strategi Consulting","13","105000"
"Strategic Analysis, Inc","6","90000"
"Strategic Data Systems","10","172500"
"Strategic Employment Partners (SEP)","14","170000"
"Strategic Innovation Group, LLC","3","145000"
"Strateos","7","148000"
"Strativ Group","2","252500"
"Stream IT","12","45000"
"Stride inc","7","76365"
"Stride, Inc.","18","94500"
"Stripe","38","350000"
"Strive Health","14","104500"
"Stryker","54","179500"
"Stryker Corporation","45","197000"
"StubHub","18","168275"
"Stylitics","7","111175"
"Stytch","8","200000"
"Submittable","13","195000"
"Success Academy","23","104000"
"Success Academy Charter Schools","22","125000"
"Sud Recruiting","13","145000"
"Sumeru Solutions","43","90000"
"Sumitomo Rubber North America Inc.","5","99500"
"Summit Consulting","14","160000"
"Summit Consulting, LLC","6","160000"
"Sumner & Scott","14","250000"
"Sumo Logic","35","89100"
"SumUp","51","157500"
"Sun Communities","16","90000"
"Sun Life","47","115000"
"Suncoast Credit Union","9","59500"
"Sunlighten","1","88128"
"Sunnova Energy International","11","132500"
"SunPower Corporation","19","179400"
"SunPower, Inc","8","90000"
"Sunrun","35","128454"
"SunRun","6","90000"
"Sunscrapers","30","88128"
"Super Free Games","8","117500"
"Super.com","5","120000"
"SuperAnnotate","21","128682"
"Superior Court of California, County of Alameda","6","94557"
"Supernal","31","231920"
"Supernova Technology","11","99150"
"SuperSprings International, Inc.","5","97500"
"Supira Medical","8","135000"
"SupportNinja","18","89204"
"Suprha Svc LLC","12","115000"
"Sureminds Solutions","28","110000"
"Sureminds Solutions LLC","10","115000"
"Surescripts, LLC","7","167409"
"Surgical Data Science Collective (SDSC)","8","110000"
"Surprise.com","23","157500"
"Surveying And Mapping (SAM)","9","90000"
"Susa Ventures","4","90000"
"Sustainment","11","157500"
"Sutherland","70","157500"
"Sutoer Solutions","7","115000"
"Suvida Healthcare","10","123117"
"Swanktek","23","99049"
"Swanktek, Inc","4","125000"
"Swayable","3","110000"
"Sweep","5","72900"
"sweetgreen","7","165000"
"Swift Enterprises, LLC","8","60000"
"Swing Education","9","211733"
"Swish Analytics","14","147500"
"Swiss Re","91","108416"
"Swissquote","6","69963"
"Swivel Group","7","96773"
"Swivel Payment Solutions, LLC","5","63579"
"Swoon","68","155000"
"Sword","25","100500"
"SWORD Health","26","185500"
"SWS","4","320000"
"Swyfft","8","137500"
"SYLFEN","9","45000"
"SyllogisTeks","19","82500"
"Sylvera","8","111175"
"Symantrix Inc","21","125000"
"Symetra","25","140000"
"Synapsis","4","125000"
"Synaptec Health","3","162500"
"Synchrony","44","200000"
"Synchrony Corp","7","102500"
"Synchrony Financial","42","155000"
"Syndicatebleu","9","105000"
"Synechron","98","130000"
"Syneos Health","52","141000"
"Syneos Health - USA","17","105710"
"Syneos Health Clinical","51","130750"
"Syneos Health/ inVentiv Health Commercial LLC","32","141000"
"Synergis","41","115000"
"SynergisticIT","46","127500"
"Synergy Interactive","35","175000"
"Synergy Solutions","8","92500"
"Synergy Systems","6","137500"
"Syngenta Group","73","165000"
"Syniverse Technologies","12","125000"
"Synopsys","57","160500"
"Synopsys Inc","61","150000"
"Synovus Financial","4","90000"
"Synthego","13","157500"
"Syone","25","120000"
"SyrenCloud","5","45000"
"Syrup","15","135000"
"Syrup Tech","19","145000"
"Sysco","19","122500"
"Sysdig, Inc.","3","165000"
"SysLogic, Inc.","3","80850"
"System Soft Technologies","73","159000"
"System Soft Technologies Corp","10","95000"
"System1","36","213000"
"SYSTRAN","2","56700"
"T-Mobile","31","188000"
"T-Stone Technologies Inc","17","55000"
"T. Rowe Price","23","119000"
"Taboola","37","166000"
"Tactacam LLC","5","85000"
"Tactis LLC","3","94000"
"tag","3","77500"
"TAG - The Aspen Group","17","145000"
"Tail Wind Informatics Corporation","6","100000"
"Tailored Access, LLC","1","100000"
"Tailored Brands","17","90000"
"Tailored Brands, Inc","10","125000"
"Take-Two Interactive","4","92500"
"Take-Two Interactive Software","9","152000"
"Take Command Health","9","90000"
"Take2 Consulting","19","170000"
"Take2 Consulting, LLC","37","150000"
"takealot.com","28","111175"
"Takeda","75","123500"
"Takeda Pharmaceutical","67","127500"
"Takeo","10","70000"
"Tala","37","118640"
"Talan","92","157500"
"Talend","36","79200"
"Talent By Blind","10","170000"
"Talent Group","62","52500"
"talent groups","3","62500"
"Talent Hackers","49","100500"
"Talent Insights Group","54","115000"
"Talent Navigation Experts","4","175000"
"TALENT Software Services","34","75000"
"Talent Solutions Group Inc","10","80000"
"TalentBurst, Inc.","52","60000"
"TalentFish LLC","21","127500"
"Talentify","23","70200"
"Talentiqo","17","160000"
"TalentLinc","13","130000"
"Talentstorm Recruiting","5","97500"
"Talint","16","155000"
"Talkdesk","34","147500"
"Talkpush","6","48000"
"Talkspace","12","135000"
"Talon Professional Services","5","105000"
"Tamr","22","80000"
"Tandem Diabetes Care Inc.","4","127500"
"Tandym Group","51","125000"
"Tangent Services Corporation","8","110000"
"Tangerine Search Inc","2","92500"
"Tapcheck","3","115000"
"Target","57","265000"
"TARGET","24","122800"
"Target Human Resources Solutions","17","60000"
"Tarvos Talent","10","132500"
"TASC Outsourcing","45","72960"
"Task Force Talent","5","192500"
"Tata Consultancy Services","142","175000"
"TATA Consulting Services (USA)","15","100000"
"Taulia","10","75000"
"Taurean Consulting","4","135000"
"Tax Administration","14","107408"
"TBG | The Bachrach Group","14","165000"
"TD Bank","44","375000"
"TDA","3","172500"
"TDI Technologies, Inc.","11","169500"
"TE Connectivity","52","126550"
"Teacher Retirement System of Texas","26","116369"
"Teachers Retirement System","1","100000"
"Teads","34","157500"
"Team USA","10","66163"
"TeamScaler","8","167500"
"TeamViewer","27","163500"
"Teamware Solutions (quantum leap consulting).","17","135000"
"TEC - Niche","10","135000"
"Tech brothers infoservices","10","100000"
"Tech Mahindra","101","115000"
"Tech Soft Inc","3","120000"
"Tech Talent","2","72861"
"TechHuman","6","115000"
"Techland S.A.","17","147500"
"TechMate, Inc.","6","130000"
"Technical Source","5","115000"
"Techniweld USA","3","40000"
"Technology at Arizona State University","15","138500"
"Technology Talent Network LLC","1","57500"
"Technossus","12","125000"
"Technuf, LLC","5","89000"
"TECHOHANA","9","130000"
"Techvantage Analytics","45","140629"
"TECKpert","11","156000"
"Tecolote Research, Inc.","13","125000"
"TEEMA","51","184000"
"Tegria","12","144000"
"Tegus","2","111175"
"Tekcogno","21","110144"
"Tekfocus Minds Pvt Ltd","6","115000"
"Tekfortune Inc.","33","120000"
"tekHouse","17","147500"
"TEKletics","3","111228"
"Teknoir","5","175000"
"Tekshapers Inc","6","130000"
"Tekskills Inc.","28","62500"
"TekStream Solutions","46","142500"
"TekStream Solutions, LLC","19","120000"
"TEKsystems","138","195000"
"TEKtalent Inc","13","90000"
"TekwissenGroup","32","157500"
"Teladoc Health","42","137500"
"Telecare Corporation","5","75000"
"Teleperformance","49","120000"
"Telesign","43","89100"
"TELUS","59","156107"
"TELUS International AI Inc","1","60734"
"Tempus","31","172500"
"Ten Mile Square Technologies","5","147500"
"Tencent","32","152000"
"Tendo","15","138000"
"Tenet3","5","157500"
"TensorIoT Inc.","30","150000"
"Tensure Consulting","8","139413"
"Teradata","89","288000"
"Teradyne","41","90000"
"Teragonia","15","225000"
"Teramind","12","320000"
"TerranearPMC, LLC","1","49500"
"Terrascope","25","98500"
"Terray Therapeutics","15","145000"
"Tesco Bengaluru","17","157500"
"Tesco Technology","40","147500"
"Tesla","98","169000"
"Tesla, Inc","52","150000"
"Tetra Pak","31","123500"
"Teva Pharmaceuticals","40","170500"
"Texas Capital Bank","28","175000"
"TEXAS COMMISSION ON LAW ENFORCEMENT","4","71002"
"Texas Department of Transportation","13","84479"
"Texas Dept of Licensing and Regulation","6","79559"
"Texas Solar","7","70000"
"Texas Workforce Commission","21","79416"
"Textile Exchange","11","50500"
"Textron","42","90000"
"Teya","25","147500"
"Teylor","1","56700"
"TF Cornerstone","4","80000"
"Thales","106","146385"
"The ACI Group, Inc.","27","102500"
"The Aerospace Corporation","37","281070"
"The AES Corporation","28","115000"
"The Alpine Group","3","203000"
"The American Bar Association","3","130000"
"The American College of Radiology","8","112100"
"The Associated Press","10","130000"
"The Astor Group","5","137500"
"The Atlantic Group","3","95000"
"The Bank of New York Mellon Corporation","27","375000"
"The Blackstone Group","5","157500"
"The Blackstone Group LP","5","150000"
"The Boeing Company","67","134000"
"The Bolton Group","4","82500"
"The Bouqs Company","5","145000"
"The Bridge Social","49","97444"
"The Brinks Company","8","90000"
"The Brite Group","16","117500"
"The Brite Group INC.","11","97500"
"The Capital Group Companies, Inc","2","150000"
"The Carrera Agency","19","137500"
"The Cheesecake Factory","16","85000"
"The Cigna Group","44","151500"
"The City University of New York (CUNY)","4","97216"
"The Climate Corporation","34","225000"
"The Clorox Company","30","207500"
"The College Board","5","120500"
"The Computer Merchant, Ltd.","15","82000"
"The Connors Group","16","127500"
"The Cottonwood School Career Page","1","75000"
"The County of Santa Clara","6","116139"
"The Crox Group","38","130000"
"The Cypress Group","17","175000"
"The Daily Beast","6","125000"
"The DarkStar Group","72","100000"
"the darkstar group llc","2","25000"
"The Data Foundry","15","147500"
"The Data Shed","5","147500"
"The Difference Card","7","57500"
"The Dignify Solutions, LLC","16","105000"
"The Dun & Bradstreet Corp","5","125000"
"The Ed Wallach Search Group","9","175000"
"The Farmer's Dog","8","168500"
"The First American Financial Corporation","6","150500"
"The Fork","16","147500"
"The Forum Group","14","115000"
"The Fund for Public Health in New York City","9","96138"
"The Geneva Foundation","6","87500"
"The Goldman Sachs Group, Inc","6","90000"
"The Goodkind Group, LLC","3","145000"
"The Hartford","67","161500"
"The Hartford Financial Services Group, Inc","23","152434"
"The Hartford Financial Services Group, Inc.","19","152434"
"The Hershey Company","44","158500"
"The Hertz Corporation","32","103000"
"The Home Depot","37","350000"
"The Horizon Group","7","100000"
"THE ICONIC","19","157500"
"The Intelligence & Security Academy","20","80000"
"The Intelligence Group LLC","8","77000"
"The Intersect Group","48","150000"
"The Joint Commission","21","175000"
"The Jonah Group, Ltd","7","125000"
"The Josef Group Inc.","30","207500"
"The Judge Group","120","172500"
"The Kraft Heinz Company","42","124000"
"The LaSalle Network","12","130000"
"The Latina Circle | Amplify Latinx","4","79500"
"The Legal Aid Society - New York City","12","94069"
"The Los Angeles Film School","7","70000"
"The Maffei Companies","2","70000"
"The MASY Group LLC","8","112500"
"The Mathworks","5","125000"
"The Mice Groups, Inc.","4","125500"
"The MIL Corporation","5","101874"
"The MITRE Corporation","63","100000"
"The Muse","10","167500"
"The Nature Conservancy","15","85500"
"The New York Times","20","123000"
"The Oncology Institute, Inc.","16","150000"
"The Partner Companies","2","110000"
"The Phoenix Group","48","200000"
"The Placement Gurus","18","99000"
"The Plus Group","4","65500"
"The Pokémon Company International","8","112000"
"The Port Authority of NY & NJ","3","90000"
"The Princeton Group","7","200000"
"The Rector & Visitors of the University of Virginia","6","91500"
"The Recycling Partnership Inc","3","97500"
"The Resultants, Inc.","4","62500"
"The Search Experience","2","220000"
"The Soyemi Group","9","121195"
"The State of Florida","40","75000"
"The Steely Group","2","165000"
"The Talent Advantage Group","19","140000"
"The Talent Mine","5","100000"
"The Telegraph","20","100500"
"The Trade Desk","34","200000"
"The Travelers Companies, Inc","11","150000"
"The Travelers Companies, Inc.","30","172500"
"The Travelers Indemnity Company","18","161500"
"The University of Alabama at Birmingham","30","67918"
"The University of Arizona","10","75540"
"The University of North Carolina at Chapel Hill","4","52000"
"The University of Pittsburgh","19","97315"
"The University of Texas at Austin","36","93000"
"The Venetian Resort Las Vegas","18","97500"
"The Vets","3","85000"
"The Walt Disney Company","80","221568"
"The Walt Disney Company (Corporate)","13","100000"
"The Wendy's Company","8","86500"
"Theery","16","170000"
"TheIncLab","18","163782"
"THEMESOFT","5","85000"
"TheoremOne","17","185000"
"TheoremOne, LLC","12","127500"
"TheResumeReview.com","10","160000"
"Thermo Fisher Scientific","113","225000"
"Thermo Fisher Scientific Inc.","7","50000"
"theSkimm","9","110000"
"Think Bioscience","5","70000"
"Thinkbyte Consulting, Inc.","2","160000"
"ThinkCX Technologies Inc","8","60000"
"Thirty Madison","6","143000"
"ThisWay","4","100500"
"Thomas-Matthew Associates","5","130000"
"Thompson Pipe Group","4","75000"
"Thompson Surgical Instruments","2","73000"
"Thomson Reuters","62","179000"
"ThoughtSpot","32","147500"
"Thrive Global","8","150000"
"Thrive Market","19","180000"
"Thumbtack","17","140251"
"Thunes","8","100500"
"Thyme","24","175000"
"Thyme Care","4","182500"
"thyssenkrupp Supply Chain Services","4","70000"
"TIAA","62","196500"
"TIAA Bank","8","131900"
"Tickets.com","17","182500"
"TickPick","29","100000"
"Tidal Wave Auto Spa","4","80000"
"Tier4 Group","40","160000"
"Tierra Climate","5","135000"
"TIFIN","16","215000"
"Tiger Analytics","87","101029"
"TIGI HR Solution Pvt. Ltd.","17","96761"
"TIGI HR Solution PVT. LTD.","14","87308"
"tiket.com","19","166000"
"TikTok","90","361000"
"Time Doctor","10","57500"
"TimelyMD","17","125000"
"Timeneye","6","104668"
"Times Square Alliance","3","52500"
"Tinder","36","157500"
"Tinder, Inc.","1","375000"
"Tipico","21","89100"
"TipTop","6","150000"
"Tista Science and Technology Corporation","17","129500"
"Titan Advisors, LLC","8","80000"
"Titan America","14","80000"
"Titan Professional Resources","9","95000"
"TITAN TECHNOLOGIES","9","125000"
"Title Nine","4","77500"
"TJI","4","55000"
"TLC Millimeterwave Products Inc","8","145000"
"TLN Worldwide Enterprises Inc","15","120000"
"TMCI","6","165000"
"TMGM","8","96773"
